,fft_coefficient_0,fft_coefficient_1,fft_coefficient_2,fft_coefficient_3,fft_coefficient_4,fft_coefficient_5,dwt_coef_0,dwt_coef_1,dwt_coef_2,dwt_coef_3,dwt_coef_4,dwt_coef_5,dwt_coef_6,dwt_coef_7,dwt_coef_8,dwt_coef_9,spkt_coef_0,spkt_coef_1,spkt_coef_2,ts_coef_0,ts_coef_1,ts_coef_2,ts_coef_3,ts_coef_4
10,0.36541694212471665,0.5792565797346463,0.9776145659278426,0.840852478721793,0.28026556700121164,0.10135756414553648,0.8543353713914257,0.5097981980148198,0.1579035536070219,0.4764755809933119,0.12080971542411978,0.4293661952790309,0.9540997244131635,0.39361070177271223,0.7879368481759419,0.3847019483238683,0.0002148644022690327,0.11209617873168322,0.31336729527907947,0.37216073643730685,0.8339958076407723,0.26332415544452176,0.5672758874078276,0.5127418938509789
11,0.4524577292450058,0.6760807940154919,0.8686978556412969,0.8523051830090576,0.19079170118273253,0.27005684267962105,0.78856971167595,0.7154974138549468,0.40648125205450536,0.704870469656033,0.22240057662739066,0.6819073790971995,0.8343824052021878,0.6711039685675804,0.6988605022311548,0.6733073542933748,0.03196470434960413,0.0,0.3862592659376358,0.418455993194193,0.7133964622147508,0.30012228585273876,0.6873033579772176,0.4917117332815772
12,0.5055305500963587,0.7684845989230201,0.7617040797159047,1.0,0.10029907164504814,0.4960317428999492,0.7305341132018216,0.7900697396914009,0.5727732034941841,0.7909463250700137,0.2852092366383759,0.7798851124560771,0.754482117284162,0.7804520743507728,0.6947119806035509,0.7894480447133135,0.23843018868327095,0.10283373396543816,0.2472454451003334,0.4563946510144071,0.7010964828071882,0.2963308136643173,0.7821711491194066,0.4337500292619177
13,0.5624243476770043,0.9159615102717777,0.7897501636192336,0.9858984108767588,0.009901716996170484,0.6518463545040127,0.6968798069613936,0.8317236483208887,0.7431879605242144,0.8392243700576202,0.31501928802623236,0.8367456406721181,0.6583599393750517,0.8433984819690139,0.7232235382964683,0.8569999046581201,0.2541433845978638,0.3475928400169419,0.1591790847090944,0.5104823197026783,0.7361192514904258,0.2973824724583945,0.6436198964095734,0.3735798828183858
14,0.5935916406147996,0.9999999999999999,0.8483927493738218,0.913436235203628,0.0,0.6445798516238724,0.6957540342764814,0.8495956308841858,0.9154405879807463,0.8555128243766934,0.33024287546900966,0.8548850139541262,0.5493689985158321,0.8596903865217369,0.7176455558751846,0.8710925000147919,0.15083866905072324,0.3074893808331559,0.020216908721951705,0.5133231454057424,0.5682493104215358,0.3882675454851566,0.5867199142307804,0.35236110119223135
15,0.6752742801194593,0.9585879203473942,0.761645176747968,0.8637814268201403,0.020739229763227285,0.6873427324207724,0.6590976792219917,0.8422637021967432,0.9999999999999998,0.8505434514249359,0.35759427399696797,0.8542310255068246,0.4922204283951498,0.8609334554218302,0.7593225811036461,0.8731101437000898,0.15784799990575205,0.2973644599752953,0.0,0.5867745563243435,0.6011111640118787,0.3555079724653446,0.685307899247082,0.24482042850478136
16,0.7453732355331468,0.9718861549276351,0.7665777005890699,0.7160138389955071,0.07350784008156697,0.8117516225752843,0.6038167993045905,0.8936423242177834,0.9579998285197944,0.9016413820073279,0.39023132882676803,0.9069070565612796,0.5345791111093832,0.9135888783693369,0.8477558689032285,0.9231886179906591,0.12882028426171024,0.4214876758496938,0.021128455563532964,0.6793475508433028,0.7512395666970835,0.273434168202913,0.6475724758436492,0.16611650161532882
17,0.7715562058758427,0.9516784966043194,0.902312670792352,0.6537772018188802,0.17307061525532735,0.9648843041401773,0.5377904513762651,0.9999999999999999,0.8888087120801218,1.0,0.4276673552295276,1.0,0.5678350764126296,1.0,0.9711099590083867,1.0,0.030551713875471995,0.5779097850132,0.08071316377601151,0.739737504791384,0.8707837945225232,0.19839295194674672,0.6733549334354034,0.19999013446950947
18,0.856991595370413,0.8767325560849667,0.8996917163045819,0.4901375001688371,0.28061563115846105,0.9405934903486024,0.41510458194318717,0.9633797285828826,0.6149864442173048,0.9651205715103877,0.5174047113367216,0.9697487409431129,0.5239378402524482,0.9732833535906389,1.0,0.9774639791101863,0.043285900513146146,0.5427605279731108,0.1841931060391462,0.8350171152674059,0.8816430492884826,0.15650243899432176,0.8604642006988268,0.15524680435439098
19,0.8719786742360907,0.8215307597521777,0.7455371189554809,0.2154801802631443,0.4089205050459215,0.898987497900456,0.3180175761712517,0.7657664004366342,0.22902013104016938,0.7671306354714498,0.5752691089923002,0.7724657406332751,0.5009824598289494,0.7761875562433485,0.9307618936198514,0.788011265936475,0.10457387356140022,0.4260604315136497,0.29119775362208317,0.8412898799107417,0.8509665127431671,0.1258003959669392,0.7944369898957895,0.0800799584139088
20,0.7944856921087313,0.7968949501399663,0.740199331636463,0.09340260020544561,0.5124804645686107,0.8742493256091584,0.36299797674840006,0.6399082299354216,0.2911419041186034,0.6308048014915973,0.5494764033859267,0.6269091609037296,0.41043994878969847,0.620410710229127,0.8417845074182568,0.6294368634540325,0.06908755572460305,0.2669321823643181,0.3446188084513407,0.7580129309939226,0.7886390171558122,0.13660612981404832,0.7780904502548704,0.08027590996780642
21,0.7927035489101539,0.7478492581114347,0.8129345343782648,0.21510444786595134,0.6299893123349983,0.8463599396612904,0.4735828683905373,0.5276734112219431,0.6733027026285396,0.5094593272187634,0.5016228219717878,0.4972529668242693,0.2670492152750138,0.4812144825392782,0.7614163157295099,0.4867845737302082,0.1191157486082115,0.13015083412681788,0.3955725282704635,0.7542875862500807,0.7063366675099734,0.14784589712327553,0.8459321589357032,0.08809388395381756
22,0.8345966344547213,0.7392044082942747,0.6764964595546581,0.2429786377848917,0.698022040487964,0.8452065106653213,0.43121480163970727,0.35509609011792304,0.7219750684124675,0.33764320547752324,0.5431607707840959,0.32573021245703043,0.19931106424489792,0.30967726601784723,0.6988240299215079,0.32123348852800504,0.23152701404563358,0.08468995515227044,0.3018673032818689,0.7938134542477983,0.6446928599380279,0.16330904285764572,0.8252585785799944,0.07004603466940479
23,0.9585335518081994,0.7449055049725983,0.3993573405875431,0.23044592261597324,0.7127029852380765,0.82456546419405,0.3796851662568073,0.19147393524166995,0.6204194725648995,0.18953973089623954,0.5789490671216346,0.19306640435032552,0.16813979706587578,0.19144335299202192,0.6568946073861894,0.22034243746414872,0.47809443215666525,0.055672057926136734,0.292951517274792,0.9137885760746774,0.5126351120897517,0.15082366580873297,0.8149596676073614,0.04331894628925212
24,0.9937211534643458,0.7787560363735094,0.3631232533464568,0.2960256725513966,0.7430759786229824,0.8478179269219168,0.34613719265878956,0.17461513643451204,0.608745741677146,0.17714915989006597,0.6206037122425357,0.18456604247689312,0.11976602613281619,0.18667934672698266,0.6042551976601181,0.21960639379262237,0.5767021331490668,0.05070393851510328,0.3807573222393396,0.969641936834741,0.6191388684359809,0.11627434242064241,0.8397194370450087,0.03407966562379383
25,0.9999999999999998,0.8295953921371,0.34382764169368824,0.36070387849565116,0.7697240306976063,0.9002840281772451,0.29487730650634664,0.25891355084642687,0.6608025373389299,0.2646006662072213,0.6890757621127787,0.27530549874199667,0.08394288614632167,0.2815404750198857,0.5637087924136642,0.3146196725666305,0.49220893443855074,0.0720682812561913,0.5516529905390999,0.9999999999999999,0.8003804494142117,0.07493086903022675,0.9550994791114658,0.02447624961643996
26,0.9271832048540085,0.8821519660990478,0.29877625704123983,0.36932198880427164,0.8147266777398867,1.0,0.2292241317555716,0.34985188149955476,0.8123514838261758,0.35307201161809787,0.7817182857565601,0.36165075987885936,0.040484692809612435,0.36713933696964135,0.5337543995272431,0.3955401321222789,0.4048115734579681,0.15006369316271376,0.8060341245997272,0.9386668106916446,0.9134608741782837,0.02911132073519812,0.9381194785296891,0.017390789810363683
27,0.8831288128967232,0.9925155402958808,0.1652376629542912,0.24894667409600868,0.8251277015215271,0.9988669226475431,0.1606021191845698,0.26177533121837776,0.8180311945893692,0.26773563211949286,0.861198712445476,0.277689605192218,0.002597921960888483,0.285164359782407,0.4801123204458564,0.31903197884161816,0.6178595683759399,0.16235668927154487,0.9398605534233861,0.9033925164238382,0.8899671198394592,0.014045792944308577,1.0,0.0
28,0.8340386994111844,0.964554153670949,0.10287916718071063,0.21760833279491393,0.8452257080674106,0.9234312951130719,0.09108360043391646,0.10898067812474482,0.7003532662427727,0.11196013642408234,0.9223795379667885,0.11650055765278178,0.0,0.12006069031218652,0.3821824984059411,0.1561209740245092,0.7656026485877634,0.13651826166646386,0.9507710282464217,0.8309078574416436,0.7120293293238453,0.029568691761560184,0.9849799822760659,0.01844226111002642
29,0.8258622449873487,0.9430647025884852,0.0,0.34151627325276845,0.871740973973963,0.8888352958420431,0.0,0.0,0.5833679291420732,0.0,0.9999999999999999,0.0,0.031088156864722855,0.0,0.38018192698119047,0.037254125092808676,0.9999999999999999,0.22421551979874974,1.0,0.8306365146783333,0.8023554592149211,0.0,0.9678794947924949,0.025919229793851112
