,cgm__fft_coefficient__coeff_1__attr__real_,cgm__fft_coefficient__coeff_2__attr__real_,cgm__fft_coefficient__coeff_3__attr__real_
0,1.4247615200943664,-0.9419017197829124,0.9128634918116884
1,-0.772184030811108,0.1168621846305232,2.2048095413110365
2,-0.6896950864125073,0.8506279060330919,-0.2058492063997546
3,-0.5095446113679406,-0.18379897448719099,-1.6241795767152312
4,-0.8001310547520354,-0.25985344422598716,0.15577094695120972
5,-0.525602786714121,-0.5772975489523087,-0.046494232687850134
6,-0.2785401002020028,1.4119908825101397,-0.5985517396957069
7,0.11621382520728701,0.6266922729580052,-1.5951995255417122
8,-1.108823389338151,-0.47840346621121516,0.4980887483222996
9,-0.5751443090747507,-0.10966111121834864,-0.3108890845208319
10,0.9295078636584321,2.4551906037927784,0.8262412542135656
11,0.5828026639499019,1.2645174766564982,-0.41911460114794724
12,-0.5230131605172652,-0.5316543043704123,0.6725188654852338
13,-0.39103812497423646,-0.49030700378257025,-0.46714771788847603
14,-0.5350076850438863,0.1758871102916157,0.08661505945501916
15,-0.9036799052589453,0.1126550633549486,-1.5036407120162132
16,0.4135173041484144,-0.45912385541559697,0.052593217776107384
17,0.15116840468614104,0.9190659943354242,-1.3636920119575264
18,-0.2755971433000286,0.5064790898013898,-0.7570910919706447
19,-0.5955583412589607,-0.2863200260356499,-1.613545630225864
20,0.05287469366202575,-0.9189925528404632,-0.4060090963244868
21,0.02262047759948789,-0.74651234378971,-0.4944916439543139
22,-0.25751904416555355,-0.05196236452425559,-0.6523325613814739
23,-0.5082550267429194,1.3557380702952795,-0.5095618145855471
24,1.6805844730546253,-0.8546733007890993,-0.2292245141396843
25,1.0985225163726426,0.7302208310208237,-2.629374149042463
26,3.4926621259056496,-0.3227100881456671,1.3609487803154086
27,-1.0959948212506099,0.23913315206661334,-1.6005931380362104
28,-0.7128207905472755,0.46115605443896035,-1.8726457718152956
29,-0.4072032876152855,-0.706007901284474,-0.17645226051583443
30,-0.5291372395184029,0.28591691605040703,-1.589530290558086
31,-0.2685871556409662,0.01063452412378532,0.5677371722874244
32,-0.024737426836666878,0.3410335149572847,-1.855425449602637
33,-0.8097427905790114,0.6285441517540369,0.96083443290094
34,1.5402962973575254,0.5552796455541674,-0.2514077967136439
35,2.424723305496421,-0.905124385589181,1.2407957033057446
36,0.15532224777866363,-0.2694332693316889,-0.6189201365962033
37,-0.5755844337170816,-0.7029525792552204,-0.3403547559165902
38,0.07549274782254269,0.7876131576253562,-0.2508954687505291
39,0.2538924217383222,-0.13480645614807232,-1.3809707202326185
40,-0.14937475592578112,-0.8666520259061868,-0.8476308320121927
41,-0.567378833765004,0.5499645991099689,-0.7049064871716144
42,-0.5130769666266354,-0.7253926267795754,-0.1303399918980536
43,-1.422029808619712,-0.18284512670984338,0.7076903413142372
44,0.2573824632816686,1.4862287227767979,1.6182841325681998
45,-0.656110973340391,-0.32171720954259175,0.15999205392746438
46,0.057965457243724774,-0.8948127279814074,-0.9249022282967104
47,-0.7318726220313901,0.21418069105820783,0.09611283825166124
48,-1.2589603074145028,-0.2915397502910567,1.1995031357117292
49,-1.1015916429887163,-0.06647361707459162,0.7408235797606255
50,-0.16139111354508798,-0.23257529139188313,-1.115994317550218
51,-0.3654573228752478,-0.7283562108011334,-0.4071991876201533
52,-0.6454791282409568,0.24371841761747903,0.4354028578246529
53,0.39527387757777305,1.5035123670870074,1.636509900343787
54,0.7162926190001196,7.457980757691145,-0.18384843893925004
55,2.81680386847893,-0.2717167409035205,-0.24109073263200254
56,1.1656848968793057,3.1819580494634385,0.4964000193678193
57,0.4264481673838877,2.885781994957122,-1.6531895450025897
58,-0.1751792995573459,-0.23966161083815407,1.0699114552625992
59,-0.5412581767570421,-0.05946308943280624,-0.3395760532077549
60,-0.7295906486340551,-0.10710922005632698,1.7516648502140457
61,2.2215817490708925,-0.11174479860576121,-0.4639566263073213
62,2.2215817490708925,-0.11174479860576121,-0.4639566263073213
63,2.6272971387550537,0.5063659237460201,2.606964465369092
64,1.9227423476005334,4.2055795182817475,2.1867390538205846
65,-0.9773100798562899,-0.30978393420792494,-0.018421216824191927
66,-1.1849449023547962,-0.1199019674189278,1.5215378400208441
67,-1.013566708819421,0.6047649772306676,3.3838667907875783
68,0.12799382790739308,0.5492744868464391,1.1510657187126478
69,1.1614697566387653,-0.36842469585935117,1.51512025388432
70,0.36970120608678,-0.847530515095442,0.27719510959264426
71,0.7679611210610886,-1.0499702269745557,-0.12191965150008333
72,-0.9533749380189227,-0.31152684211723525,0.5194838039562453
