,dwt_ca_coeff0,dwt_ca_coeff1,dwt_ca_coeff2,dwt_ca_coeff3,dwt_ca_coeff4,dwt_cd_coeff0,dwt_cd_coeff1,dwt_cd_coeff2,dwt_cd_coeff3,dwt_cd_coeff4,cgm__fft_coefficient__coeff_0__attr__real_,cgm__fft_coefficient__coeff_1__attr__real_,cgm__fft_coefficient__coeff_2__attr__real_,cgm__fft_coefficient__coeff_3__attr__real_,cgm__fft_coefficient__coeff_4__attr__real_,cgm__abs_energy,cgm__absolute_sum_of_changes,cgm__kurtosis,cgm__linear_trend__attr__slope_,cgm__maximum,cgm__mean,cgm__median,cgm__minimum,cgm__sample_entropy,cgm__skewness,cgm__variance,cgm_mean_h,cgm_mean_l,meal_class
0,0.10971992531717456,0.10863691273385853,0.11554516620073907,0.12410311741592017,0.10892982466497023,0.5480596083745201,0.46194757075130133,0.4661787207539312,0.5339972663722714,0.4213784818466871,0.15080789946140036,0.581376841552204,0.5375461836957032,0.4935888475356517,0.5432211870789919,0.06434681215417315,0.2135678391959799,0.005371856130273023,0.3335724037813456,0.21221864951768493,0.15080789946140036,0.14094955489614241,0.1023391812865497,0.5328513378830548,0.6442723954102969,0.05569490025131172,0.21937429325292118,0.21937429325292118,0.0
1,0.5388950853203397,0.540031973691912,0.5405658447091894,0.5140599417023889,0.5803575501146376,0.5708773080896801,0.46667935198499694,0.46682329585430227,0.31501348763554543,0.7698311773689448,0.5241372431677639,0.4155125977957803,0.5106552186214448,0.4576351354793795,0.44057760010769653,0.3453658127307305,0.2788944723618091,0.049187995297725565,0.49423638594611413,0.5594855305466238,0.5241372431677639,0.5163204747774481,0.5029239766081871,0.7485718834896533,0.6555983516657025,0.010834153338604893,0.12457595175273273,0.12457595175273273,1.0
2,0.4507753592486179,0.4477093570012368,0.45680857027586874,0.492915815885011,0.5191884142458891,0.4856845943633362,0.4503206590200919,0.4787773166837033,0.6129415442199211,0.2502452728019397,0.542788749251945,0.30675525834736755,0.6103428184365651,0.4557910508022365,0.5917149629512266,0.36728811517378473,0.3090452261306532,0.061198150330727834,0.43669529751309133,0.6237942122186495,0.542788749251945,0.543026706231454,0.48538011695906436,0.6926561758668548,0.6372941860294381,0.0321415779743406,0.20241236336223148,0.20241236336223148,0.0
3,0.28620045844919595,0.2985856436533756,0.25913739750718556,0.2210784533620456,0.19980698658852242,0.5398997409056473,0.4349100671097526,0.4632090435156811,0.5874956092974482,0.45974635100470657,0.22112507480550567,0.6486727264143664,0.4328000668335926,0.3388479575568328,0.42613158491466596,0.10153755797843506,0.4346733668341709,0.03976213266879973,0.38509928624509626,0.30225080385852093,0.22112507480550567,0.2314540059347181,0.15789473684210525,0.7970082725916988,0.6428841801625064,0.04381449279784032,0.24481718808895592,0.24481718808895592,1.0
4,0.17515674636932504,0.17740156605484778,0.17129852805027804,0.154180453761139,0.1410489499520961,0.5365597363823138,0.4666793519883942,0.45356826857114846,0.5078136547250645,0.4514451769984257,0.07101536006383405,0.5389942921763712,0.5409237901038738,0.42288792720674456,0.43252172895780805,0.02355021642413968,0.05778894472361809,0.16234279573687782,0.4983063442960096,0.07395498392282962,0.07101536006383405,0.06676557863501481,0.1111111111111111,0.7337643541765686,0.8250050890234017,0.004020832260049155,0.12702600829249905,0.12702600829249905,0.0
5,0.30089783461434794,0.307384917500373,0.29351103072924734,0.2906374356776137,0.2890900773893277,0.6539246262842954,0.4340999016441722,0.4667835162819798,0.3864940137304805,0.441326518476722,0.2324955116696589,0.42403064801488133,0.5995951596096599,0.3519993736016096,0.4844738057783168,0.10512770315041264,0.20100502512562815,0.03501280180321739,0.5169624803414964,0.24115755627009644,0.2324955116696589,0.24777448071216618,0.21637426900584794,0.6385958896646092,0.5945327470674876,0.014011570073460792,0.11590652091971353,0.11590652091971353,0.0
6,0.32925829691214137,0.31447336168378714,0.35728239366709313,0.29183019547034983,0.2108044532781107,0.4259458713248586,0.5868613610066636,0.3986182800212085,0.3889755360570974,0.5918508662746494,0.20516656692599242,0.9263645324492786,0.6589088554483464,0.4799795995838043,0.5457663952836376,0.10035346407703497,0.6482412060301508,0.07680222026102979,0.38995558474327296,0.47266881028938906,0.20516656692599247,0.17952522255192876,0.10526315789473684,0.7337643541765686,0.7241033103269734,0.11755517574851998,0.574632491519035,0.574632491519035,0.0
7,0.11852253712112171,0.101801035020543,0.16330580198599645,0.2442643475801233,0.2577929871455491,0.41856007359061376,0.4497776407020597,0.5500579174954743,0.6351507440312834,0.26753636513071966,0.18162776780371034,0.43804809765980235,0.2651978917024398,0.32631649259763196,0.33171102806185315,0.07541391654547488,0.3894472361809045,0.19598328461999037,0.44316748181048343,0.16720257234726693,0.18162776780371034,0.1973293768545994,0.13450292397660818,0.6616343675258647,0.4084075594390574,0.011223024261318158,0.08198266113833395,0.08198266113833395,0.0
8,0.3474235608957322,0.3339296177209895,0.37475521837924075,0.4309584731568419,0.4894945692532407,0.5531707497209013,0.5100755485924928,0.4150683513749488,0.51673124390954,0.4776530482135964,0.4553161779373629,0.09745439852990484,0.4522086694628934,0.44390505102633393,0.3354535479159509,0.28804396464928966,0.5829145728643217,0.03120438084726186,0.503586056720184,0.6045016077170418,0.4553161779373629,0.456973293768546,0.30409356725146197,0.7337643541765686,0.608994176873734,0.10553611667782452,0.3337730870712401,0.3337730870712401,1.0
9,0.14344839180271501,0.1240193117768438,0.18307375564740722,0.23637177041225907,0.25596108370597637,0.5122805165081588,0.5396814842194393,0.40575285965535873,0.5260212073521623,0.41124420202917,0.2736884101336525,0.3957091005613747,0.48669629157716393,0.3578048377946051,0.48663745793577823,0.13430817420637312,0.27135678391959794,0.11972390849671245,0.36651227900385397,0.3054662379421222,0.2736884101336525,0.3056379821958457,0.15204678362573099,0.5724616444284003,0.46034512805228706,0.03776340009704966,0.15114964191481334,0.15114964191481334,1.0
10,0.5898595785919459,0.5892919251928296,0.5925038135486361,0.5579630871638582,0.5280950723722448,0.5104354484684474,0.4842532931486659,0.4626465026396673,0.43119469707081576,0.4715748454812748,0.45202473568721324,0.42977207069006745,0.5012006711545243,0.4640320251295051,0.36907337079906416,0.2793885049953962,0.3492462311557789,0.03781678565969569,0.5949484126298326,0.5369774919614148,0.45202473568721335,0.47032640949554894,0.35964912280701755,0.7265812660494371,0.5763353130319638,0.055215275542779066,0.22125895212966448,0.22125895212966448,1.0
11,0.4918771071803898,0.4868934896593101,0.5035092835158533,0.5152249930927719,0.4958853834666857,0.5467581132982964,0.4885799916546541,0.44469538813448567,0.5233509312362632,0.43687308237459704,0.45362058647516457,0.5409306974505407,0.3710578764714063,0.42146039175936467,0.3770130787960141,0.27505571953496777,0.1934673366834171,0.06099387405596715,0.469272246513316,0.44372990353697755,0.4536205864751647,0.45845697329376855,0.4707602339181286,0.7970082725916988,0.566545584508849,0.00274821079622291,0.054278175650207275,0.054278175650207275,0.0
